Nama Pantai,Provinsi,Rating Angka,Predikat,Link Google Maps,Latitude,Longitude
Pantai Supi,Sumatera Selatan,4.0,bagus,https://www.google.com/maps/place/Pantai+Supi/data=!4m7!3m6!1s0x2e3bec5972489739:0x10ec00e379614311!8m2!3d-3.3504425!4d104.7829745!16s%2Fg%2F11bylctjy5!19sChIJOZdIclnsOy4REUNheeMA7BA?authuser=0&hl=en&rclk=1,-3.3504425,104.7829745
Pantai tanjung manjangan,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+tanjung+manjangan/data=!4m7!3m6!1s0x2e3e670aa7e89199:0x38b2610810fb417e!8m2!3d-3.8473598!4d105.95759!16s%2Fg%2F11n5cgn8gq!19sChIJmZHopwpnPi4RfkH7EAhhsjg?authuser=0&hl=en&rclk=1,-3.8473598,105.95759
Pantai Jodoh,Sumatera Selatan,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+Jodoh/data=!4m7!3m6!1s0x2e3becf6f9c82c09:0xc875df0b040c0f3d!8m2!3d-3.3430382!4d104.7835432!16s%2Fg%2F11ggs3xx6b!19sChIJCSzI-fbsOy4RPQ8MBAvfdcg?authuser=0&hl=en&rclk=1,-3.3430382,104.7835432
Pantai Pelangi Danau Ranau,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Pelangi+Danau+Ranau/data=!4m7!3m6!1s0x2e38739b2af68b8b:0xcdc69dde3258b71!8m2!3d-4.8199386!4d103.9693948!16s%2Fg%2F11hbvcklwb!19sChIJi4v2KptzOC4RcYsl491p3Aw?authuser=0&hl=en&rclk=1,-4.8199386,103.9693948
Pantai Bidadari Ranau,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Bidadari+Ranau/data=!4m7!3m6!1s0x2e3873744639ba8d:0x68938de9e62b0518!8m2!3d-4.8161794!4d103.9170472!16s%2Fg%2F11fsbbq01h!19sChIJjbo5RnRzOC4RGAUr5umNk2g?authuser=0&hl=en&rclk=1,-4.8161794,103.9170472
Pantai Tanjung Setia Krui Lampung,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Tanjung+Setia+Krui+Lampung/data=!4m7!3m6!1s0x2e47bc274e589569:0x9cf05766a6afbe85!8m2!3d-5.3038746!4d104.0001075!16s%2Fg%2F11g68ztl_m!19sChIJaZVYTie8Ry4Rhb6vpmZX8Jw?authuser=0&hl=en&rclk=1,-5.3038746,104.0001075
pantai pasir putih Desa Lebung,Sumatera Selatan,4.9,sangat bagus,https://www.google.com/maps/place/pantai+pasir+putih+Desa+Lebung/data=!4m7!3m6!1s0x2e3ba987cc3bdc95:0x5b5b9b7b8d069aba!8m2!3d-3.0143766!4d104.3959633!16s%2Fg%2F11swz678n2!19sChIJldw7zIepOy4RupoGjXubW1s?authuser=0&hl=en&rclk=1,-3.0143766,104.3959633
Pantai Korto,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Korto/data=!4m7!3m6!1s0x2e396b7ab585eba5:0x84b0456371b275c7!8m2!3d-3.9091238!4d104.5757518!16s%2Fg%2F11dxl9cfp0!19sChIJpeuFtXprOS4Rx3WycWNFsIQ?authuser=0&hl=en&rclk=1,-3.9091238,104.5757518
Pantai Love,Sumatera Selatan,4.7,sangat bagus,https://www.google.com/maps/place/Pantai+Love/data=!4m7!3m6!1s0x2e3b8f7048a8cc05:0x13eb16e0526ffb2d!8m2!3d-3.187012!4d104.906733!16s%2Fg%2F11j6shdf93!19sChIJBcyoSHCPOy4RLftvUuAW6xM?authuser=0&hl=en&rclk=1,-3.187012,104.906733
Pantai Laguna Samudera,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Laguna+Samudera/data=!4m7!3m6!1s0x2e37fffb7e6a511d:0x8f7b7bc7fdf83782!8m2!3d-4.9159053!4d103.5332381!16s%2Fg%2F11ckr6dk05!19sChIJHVFqfvv_Ny4Rgjf4_cd7e48?authuser=0&hl=en&rclk=1,-4.9159053,103.5332381
Pantai Carocok,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Carocok/data=!4m7!3m6!1s0x2fd34d8532fc3f11:0x3769b900f1b811b6!8m2!3d-1.3520247!4d100.5670321!16s%2Fg%2F11b6rd09kq!19sChIJET_8MoVN0y8RthG48QC5aTc?authuser=0&hl=en&rclk=1,-1.3520247,100.5670321
Pantai Serida,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+Serida/data=!4m7!3m6!1s0x2e3bed782f183f67:0x5199aca0b4d67482!8m2!3d-3.3669362!4d104.7756699!16s%2Fg%2F11qp9cp362!19sChIJZz8YL3jtOy4RgnTWtKCsmVE?authuser=0&hl=en&rclk=1,-3.3669362,104.7756699
Pantai Bongen,Sumatera Selatan,4.7,sangat bagus,https://www.google.com/maps/place/Pantai+Bongen/data=!4m7!3m6!1s0x2e3abd006a86f115:0x45405c530c6517d4!8m2!3d-2.6770502!4d103.7324294!16s%2Fg%2F11x0z6ff3n!19sChIJFfGGagC9Oi4R1BdlDFNcQEU?authuser=0&hl=en&rclk=1,-2.6770502,103.7324294
PANTAI JERMAN Objek Wisata Musiman,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/PANTAI+JERMAN+Objek+Wisata+Musiman/data=!4m7!3m6!1s0x2e39730003f22671:0xef05500c6907b25b!8m2!3d-3.8843306!4d104.3814056!16s%2Fg%2F11nr3d38ty!19sChIJcSbyAwBzOS4RW7IHaQxQBe8?authuser=0&hl=en&rclk=1,-3.8843306,104.3814056
Pantai Batu Kebayan,Sumatera Selatan,4.7,sangat bagus,https://www.google.com/maps/place/Pantai+Batu+Kebayan/data=!4m7!3m6!1s0x2e3873acd2b520c9:0xf93e1a708f65a078!8m2!3d-4.82411!4d103.978911!16s%2Fg%2F11ssytd592!19sChIJySC10qxzOC4ReKBlj3AaPvk?authuser=0&hl=en&rclk=1,-4.82411,103.978911
Maspari Island,Sumatera Selatan,4.4,sangat bagus,https://www.google.com/maps/place/Maspari+Island/data=!4m7!3m6!1s0x2e3d943008915fdb:0x46b8e4550c9a6fc8!8m2!3d-3.2166667!4d106.2166667!16s%2Fg%2F11c2r0cnwk!19sChIJ21-RCDCUPS4RyG-aDFXkuEY?authuser=0&hl=en&rclk=1,-3.2166667,106.2166667
Pantai Indah Pertamina,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+Indah+Pertamina/data=!4m7!3m6!1s0x2e3b77000b82388b:0x829a1c94fe636a3c!8m2!3d-2.9912174!4d104.8225351!16s%2Fg%2F11nc0l0q0_!19sChIJiziCCwB3Oy4RPGpj_pQcmoI?authuser=0&hl=en&rclk=1,-2.9912174,104.8225351
Wisata Pantai Tubohan,Sumatera Selatan,4.1,sangat bagus,https://www.google.com/maps/place/Wisata+Pantai+Tubohan/data=!4m7!3m6!1s0x2e39b95c123a4d83:0xab60e778700bfbc0!8m2!3d-4.0700854!4d104.007112!16s%2Fg%2F11q1qxjf3l!19sChIJg006Ely5OS4RwPsLcHjnYKs?authuser=0&hl=en&rclk=1,-4.0700854,104.007112
pantai jodoh,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/pantai+jodoh/data=!4m7!3m6!1s0x2e3a4d54bb8b6907:0x259ea96923f7973c!8m2!3d-3.1685811!4d104.2680947!16s%2Fg%2F11q8k04tj7!19sChIJB2mLu1RNOi4RPJf3I2mpniU?authuser=0&hl=en&rclk=1,-3.1685811,104.2680947
Pantai Terusan,Sumatera Selatan,3.8,bagus,https://www.google.com/maps/place/Pantai+Terusan/data=!4m7!3m6!1s0x2e30ccc52967142b:0xc46a568dc8729706!8m2!3d-3.6349836!4d103.0476054!16s%2Fg%2F11gc9g8q7v!19sChIJKxRnKcXMMC4RBpdyyI1WasQ?authuser=0&hl=en&rclk=1,-3.6349836,103.0476054
Pantai Wisata Pasir Ganting,Sumatera Selatan,4.4,sangat bagus,https://www.google.com/maps/place/Pantai+Wisata+Pasir+Ganting/data=!4m7!3m6!1s0x2e2d3be4d9ea4357:0x9a1c533ff7cc4518!8m2!3d-2.02232!4d100.8777864!16s%2Fg%2F11f3s4k39w!19sChIJV0Pq2eQ7LS4RGEXM9z9THJo?authuser=0&hl=en&rclk=1,-2.02232,100.8777864
Pantai Sungai Suci,Sumatera Selatan,4.6,sangat bagus,https://www.google.com/maps/place/Pantai+Sungai+Suci/data=!4m7!3m6!1s0x2e36b2895e808e7f:0xd4fdc344760a9391!8m2!3d-3.7195461!4d102.235571!16s%2Fg%2F11c59shfpk!19sChIJf46AXomyNi4RkZMKdkTD_dQ?authuser=0&hl=en&rclk=1,-3.7195461,102.235571
Sharks Teeth Beach,Sumatera Selatan,4.6,sangat bagus,https://www.google.com/maps/place/Sharks+Teeth+Beach/data=!4m7!3m6!1s0x2e413315a46d600d:0x62535b5f075b8a5b!8m2!3d-5.755844!4d105.057614!16s%2Fg%2F11c5940_rg!19sChIJDWBtpBUzQS4RW4pbB19bU2I?authuser=0&hl=en&rclk=1,-5.755844,105.057614
PANTAI DESA PANDAN PALI,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/PANTAI+DESA+PANDAN+PALI/data=!4m7!3m6!1s0x2e3a4b006204102b:0x92a8d0bf411beeb3!8m2!3d-3.3046778!4d104.2151861!16s%2Fg%2F11ntdz_ltj!19sChIJKxAEYgBLOi4Rs-4bQb_QqJI?authuser=0&hl=en&rclk=1,-3.3046778,104.2151861
WISATA PANTAI & CAMPING GROUND MANDALA,Sumatera Selatan,3.9,bagus,https://www.google.com/maps/place/WISATA+PANTAI+%26+CAMPING+GROUND+MANDALA/data=!4m7!3m6!1s0x2e3b71bebb70f5dd:0x64f8edc0f71f310e!8m2!3d-2.8674074!4d104.7833507!16s%2Fg%2F11v078sw84!19sChIJ3fVwu75xOy4RDjEf98Dt-GQ?authuser=0&hl=en&rclk=1,-2.8674074,104.7833507
Pantai Belitang,Sumatera Selatan,4.4,sangat bagus,https://www.google.com/maps/place/Pantai+Belitang/data=!4m7!3m6!1s0x2e3913f0ace13225:0x2bfdd5465f25b570!8m2!3d-3.9752246!4d104.5344592!16s%2Fg%2F11vhj0hnmp!19sChIJJTLhrPATOS4RcLUlX0bV_Ss?authuser=0&hl=en&rclk=1,-3.9752246,104.5344592
Pantai Lematang Kuripan,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+Lematang+Kuripan/data=!4m7!3m6!1s0x2e3a3b8b3b79b3b3:0xa2508d99128eab29!8m2!3d-3.4073561!4d104.0645331!16s%2Fg%2F11v4lw_vfq!19sChIJs7N5O4s7Oi4RKauOEpmNUKI?authuser=0&hl=en&rclk=1,-3.4073561,104.0645331
Pantai gigi macan,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+gigi+macan/data=!4m7!3m6!1s0x2e3ca7d1a64e85b5:0xf257e62346db1e3d!8m2!3d-2.5294435!4d105.0583023!16s%2Fg%2F11vb1ft3k0!19sChIJtYVOptGnPC4RPR7bRiPmV_I?authuser=0&hl=en&rclk=1,-2.5294435,105.0583023
Pantai Desa Dangku,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+Desa+Dangku/data=!4m7!3m6!1s0x2e3a39962158b169:0x32002b396ebbf91b!8m2!3d-3.3804977!4d104.0929233!16s%2Fg%2F11tx7_x6ym!19sChIJabFYIZY5Oi4RG_m7bjkrADI?authuser=0&hl=en&rclk=1,-3.3804977,104.0929233
Pantai bemoleh,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+bemoleh/data=!4m7!3m6!1s0x2e3a33003bbba719:0x298cf497bace3c0a!8m2!3d-3.4213707!4d104.2436833!16s%2Fg%2F11w327c0yd!19sChIJGae7OwAzOi4RCjzOupf0jCk?authuser=0&hl=en&rclk=1,-3.4213707,104.2436833
Wisata sungai jadi pantai,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Wisata+sungai+jadi+pantai/data=!4m7!3m6!1s0x2e39133f3c71d01d:0xeaa9a2b79c5ba1f4!8m2!3d-3.9492759!4d104.5538744!16s%2Fg%2F11y1nmwktk!19sChIJHdBxPD8TOS4R9KFbnLeiqeo?authuser=0&hl=en&rclk=1,-3.9492759,104.5538744
Pantai panjang sukarami,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+panjang+sukarami/data=!4m7!3m6!1s0x2e3a4d007aa92f0b:0x710b5427ddf980d0!8m2!3d-3.2031197!4d104.2630511!16s%2Fg%2F11w1jdg2n9!19sChIJCy-pegBNOi4R0ID53SdUC3E?authuser=0&hl=en&rclk=1,-3.2031197,104.2630511
Panjang Beach Bengkulu,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Panjang+Beach+Bengkulu/data=!4m7!3m6!1s0x2e36ba9813ef644b:0x6ebb45e14445f899!8m2!3d-3.812404!4d102.2666804!16s%2Fg%2F11gfb3h9_s!19sChIJS2TvE5i6Ni4RmfhFROFFu24?authuser=0&hl=en&rclk=1,-3.812404,102.2666804
Pantai Sungai Komering,Sumatera Selatan,4.0,bagus,https://www.google.com/maps/place/Pantai+Sungai+Komering/data=!4m7!3m6!1s0x2e38573e04f8adaf:0x2fcf20e55b6a7b02!8m2!3d-4.3998859!4d104.237252!16s%2Fg%2F11qng9qhl7!19sChIJr634BD5XOC4RAntqW-Ugzy8?authuser=0&hl=en&rclk=1,-4.3998859,104.237252
Pantai Wisata Sekunyit,Sumatera Selatan,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Wisata+Sekunyit/data=!4m7!3m6!1s0x2e37adb1ff6cf517:0x4a685675ef15d45a!8m2!3d-4.4330542!4d102.8800897!16s%2Fg%2F11nn1tp_5w!19sChIJF_Vs_7GtNy4RWtQV73VWaEo?authuser=0&hl=en&rclk=1,-4.4330542,102.8800897
Pantai Muara Kedurang,Sumatera Selatan,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Muara+Kedurang/data=!4m7!3m6!1s0x2e37b9899174f9f7:0x938c3bb8afd93dc0!8m2!3d-4.5277764!4d103.0193262!16s%2Fg%2F11f3t3qbgw!19sChIJ9_l0kYm5Ny4RwD3Zr7g7jJM?authuser=0&hl=en&rclk=1,-4.5277764,103.0193262
Pantai Pasir Serida,Sumatera Selatan,4.0,bagus,https://www.google.com/maps/place/Pantai+Pasir+Serida/data=!4m7!3m6!1s0x2e3bed6f2b361657:0xc57f57041b17cfd0!8m2!3d-3.364368!4d104.7748632!16s%2Fg%2F11gpnjv1m9!19sChIJVxY2K2_tOy4R0M8XGwRXf8U?authuser=0&hl=en&rclk=1,-3.364368,104.7748632
Lubuk Antu Dusun 1 Gunung Megang Dalam,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Lubuk+Antu+Dusun+1+Gunung+Megang+Dalam/data=!4m7!3m6!1s0x2e3a17096e58255f:0xf28ef35b62bc0a29!8m2!3d-3.4518144!4d103.864208!16s%2Fg%2F11g68t8z4w!19sChIJXyVYbgkXOi4RKQq8YlvzjvI?authuser=0&hl=en&rclk=1,-3.4518144,103.864208
Pantai TanTe,Sumatera Selatan,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+TanTe/data=!4m7!3m6!1s0x2e3bed00698acf6f:0xa3f3b092ed1147ce!8m2!3d-3.3806192!4d104.7743382!16s%2Fg%2F11y7qx21w1!19sChIJb8-KaQDtOy4RzkcR7ZKw86M?authuser=0&hl=en&rclk=1,-3.3806192,104.7743382
Pantai ayik bayau,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+ayik+bayau/data=!4m7!3m6!1s0x2e373d82cd319cbd:0xe23c5c1aa49eb952!8m2!3d-3.9008212!4d103.0633805!16s%2Fg%2F11txn_p0bs!19sChIJvZwxzYI9Ny4RUrmepBpcPOI?authuser=0&hl=en&rclk=1,-3.9008212,103.0633805
Taman Pantai Love,Sumatera Selatan,4.1,sangat bagus,https://www.google.com/maps/place/Taman+Pantai+Love/data=!4m7!3m6!1s0x2e3bee055fd38367:0x2132e2fcaee2405d!8m2!3d-3.3925342!4d104.8339576!16s%2Fg%2F11b8v9w5r_!19sChIJZ4PTXwXuOy4RXUDirvziMiE?authuser=0&hl=en&rclk=1,-3.3925342,104.8339576
Pantai Desa Kasih Raja,Sumatera Selatan,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+Desa+Kasih+Raja/data=!4m7!3m6!1s0x2e3bdd007fe8bf51:0xd80f5cef9cc1e3e8!8m2!3d-3.4687478!4d104.6502749!16s%2Fg%2F11zd5qc956!19sChIJUb_ofwDdOy4R6OPBnO9cD9g?authuser=0&hl=en&rclk=1,-3.4687478,104.6502749
Pantai Losari Desa purun,Sumatera Selatan,3.0,cukup bagus,https://www.google.com/maps/place/Pantai+Losari+Desa+purun/data=!4m7!3m6!1s0x2e3a47003400f717:0xe753badbf591be40!8m2!3d-3.248452!4d104.088517!16s%2Fg%2F11vr_3nz_d!19sChIJF_cANABHOi4RQL6R9du6U-c?authuser=0&hl=en&rclk=1,-3.248452,104.088517
Pantai Tanjung Raya,Sumatera Selatan,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+Tanjung+Raya/data=!4m7!3m6!1s0x2e22d63ea25a5767:0xd676dc164a6b822f!8m2!3d-2.2688212!4d105.8001939!16s%2Fg%2F11fzf36cvd!19sChIJZ1daoj7WIi4RL4JrShbcdtY?authuser=0&hl=en&rclk=1,-2.2688212,105.8001939
Pantai sirah pulau kilip,Sumatera Selatan,3.0,cukup bagus,https://www.google.com/maps/place/Pantai+sirah+pulau+kilip/data=!4m7!3m6!1s0x2e3bef0075486669:0xd9d504abf1fc71b4!8m2!3d-3.427726!4d104.7911529!16s%2Fg%2F11m6bwz3vn!19sChIJaWZIdQDvOy4RtHH88asE1dk?authuser=0&hl=en&rclk=1,-3.427726,104.7911529
Pasir Padi Beach,Bangka Belitung,4.3,sangat bagus,https://www.google.com/maps/place/Pasir+Padi+Beach/data=!4m7!3m6!1s0x2e22bf6548a5518b:0xfc3220ff8b25a8b0!8m2!3d-2.107672!4d106.1687861!16s%2Fm%2F010hktfd!19sChIJi1GlSGW_Ii4RsKgli_8gMvw?authuser=0&hl=en&rclk=1,-2.107672,106.1687861
Tanjung Tinggi Beach,Bangka Belitung,4.7,sangat bagus,https://www.google.com/maps/place/Tanjung+Tinggi+Beach/data=!4m7!3m6!1s0x2e1742357d8d15ef:0xd09bad2ea529a7cf!8m2!3d-2.5518815!4d107.7137771!16s%2Fg%2F1s04988bj!19sChIJ7xWNfTVCFy4Rz6cppS6tm9A?authuser=0&hl=en&rclk=1,-2.5518815,107.7137771
Pantai Parai Tenggiri,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Parai+Tenggiri/data=!4m7!3m6!1s0x2e22f4e5d4c78d53:0xf41a1faffb56928a!8m2!3d-1.8043515!4d106.1284172!16s%2Fg%2F121yhbjv!19sChIJU43H1OX0Ii4RipJW-68fGvQ?authuser=0&hl=en&rclk=1,-1.8043515,106.1284172
Tongaci Beach,Bangka Belitung,4.4,sangat bagus,https://www.google.com/maps/place/Tongaci+Beach/data=!4m7!3m6!1s0x2e22f482c806127f:0xc27ae9378365d430!8m2!3d-1.83357!4d106.121966!16s%2Fg%2F11c47yk73g!19sChIJfxIGyIL0Ii4RMNRlgzfpesI?authuser=0&hl=en&rclk=1,-1.83357,106.121966
Pantai Tikus Emas,Bangka Belitung,4.4,sangat bagus,https://www.google.com/maps/place/Pantai+Tikus+Emas/data=!4m7!3m6!1s0x2e228d3952a5c399:0x6220ec7874def469!8m2!3d-1.886576!4d106.1756851!16s%2Fg%2F11b_1sg8p3!19sChIJmcOlUjmNIi4RafTedHjsIGI?authuser=0&hl=en&rclk=1,-1.886576,106.1756851
Pantai Tanjung Kerasak Bangka Selatan,Bangka Belitung,4.4,sangat bagus,https://www.google.com/maps/place/Pantai+Tanjung+Kerasak+Bangka+Selatan/data=!4m7!3m6!1s0x2e1631ec46d5a99f:0xa5d5a961475545e3!8m2!3d-3.0564189!4d106.7428244!16s%2Fg%2F11cs6b7hqy!19sChIJn6nVRuwxFi4R40VVR2Gp1aU?authuser=0&hl=en&rclk=1,-3.0564189,106.7428244
Pantai Batu Bedaun,Bangka Belitung,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Batu+Bedaun/data=!4m7!3m6!1s0x2e22f48c24b7458d:0x823a28d7152e01cd!8m2!3d-1.8202625!4d106.1188393!16s%2Fg%2F11b6bkb190!19sChIJjUW3JIz0Ii4RzQEuFdcoOoI?authuser=0&hl=en&rclk=1,-1.8202625,106.1188393
Penyabong Beach,Bangka Belitung,4.4,sangat bagus,https://www.google.com/maps/place/Penyabong+Beach/data=!4m7!3m6!1s0x2e16eaea22792319:0x4c0dd823f4fbd9ca!8m2!3d-3.2385128!4d107.6402168!16s%2Fg%2F11b7ldmwlb!19sChIJGSN5IurqFi4Rytn79CPYDUw?authuser=0&hl=en&rclk=1,-3.2385128,107.6402168
Pantai Rebo,Bangka Belitung,3.9,bagus,https://www.google.com/maps/place/Pantai+Rebo/data=!4m7!3m6!1s0x2e2292bb2bdcd189:0x4396d67f73eee9bc!8m2!3d-1.9191907!4d106.1730589!16s%2Fg%2F11b6s66c1z!19sChIJidHcK7uSIi4RvOnuc3_WlkM?authuser=0&hl=en&rclk=1,-1.9191907,106.1730589
Pantai Tanjung Berikat,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Tanjung+Berikat/data=!4m7!3m6!1s0x2e17ec6dfb8e3a7f:0x40f499323d7483f1!8m2!3d-2.5789665!4d106.8428762!16s%2Fg%2F11c0rns0_l!19sChIJfzqO-23sFy4R8YN0PTKZ9EA?authuser=0&hl=en&rclk=1,-2.5789665,106.8428762
Pantai Burung Mandi,Bangka Belitung,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Burung+Mandi/data=!4m7!3m6!1s0x2e10c58e416e3ba9:0x7d3a512d1aa8c2d9!8m2!3d-2.7392873!4d108.2478226!16s%2Fg%2F11b6tc_c4q!19sChIJqTtuQY7FEC4R2cKoGi1ROn0?authuser=0&hl=en&rclk=1,-2.7392873,108.2478226
Pantai Turun Aban / Turun Aban Beach,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Turun+Aban+%2F+Turun+Aban+Beach/data=!4m7!3m6!1s0x2e22f4e340e00a61:0x739837d9a6add930!8m2!3d-1.8009758!4d106.1240046!16s%2Fg%2F11c0rsg19r!19sChIJYQrgQOP0Ii4RMNmtptk3mHM?authuser=0&hl=en&rclk=1,-1.8009758,106.1240046
Pantai Batu Kapur Bangka Selatan,Bangka Belitung,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Batu+Kapur+Bangka+Selatan/data=!4m7!3m6!1s0x2e3d81803dbe0b83:0xd8282fd92e0c289f!8m2!3d-3.0089309!4d106.4421565!16s%2Fg%2F11bxg8db4b!19sChIJgwu-PYCBPS4RnygMLtkvKNg?authuser=0&hl=en&rclk=1,-3.0089309,106.4421565
Pantai Tanjung Batu,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Tanjung+Batu/data=!4m7!3m6!1s0x2e228dfee9579d7b:0x6c98568bdf708907!8m2!3d-1.8775391!4d106.172909!16s%2Fg%2F11sd6jxbxk!19sChIJe51X6f6NIi4RB4lw34tWmGw?authuser=0&hl=en&rclk=1,-1.8775391,106.172909
Pantai Teluk Gembira,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Teluk+Gembira/data=!4m7!3m6!1s0x2e16eb85e3ed38cb:0x6711e750d31f0f63!8m2!3d-3.196893!4d107.5853894!16s%2Fg%2F11sf7z5yzt!19sChIJyzjt44XrFi4RYw8f01DnEWc?authuser=0&hl=en&rclk=1,-3.196893,107.5853894
Tanjung Pendam Beach,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Tanjung+Pendam+Beach/data=!4m7!3m6!1s0x2e171660f94aa8e7:0xdb205eed8b15f1!8m2!3d-2.7411811!4d107.6246944!16s%2Fg%2F1ydp5gj9x!19sChIJ56hK-WAWFy4R8RWL7V4g2wA?authuser=0&hl=en&rclk=1,-2.7411811,107.6246944
Pantai Tikus,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Tikus/data=!4m7!3m6!1s0x2e228d68bba10fcf:0x472261b174e46cae!8m2!3d-1.9018475!4d106.1859211!16s%2Fg%2F11cjg9c350!19sChIJzw-hu2iNIi4RrmzkdLFhIkc?authuser=0&hl=en&rclk=1,-1.9018475,106.1859211
Pantai air anyir,Bangka Belitung,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+air+anyir/data=!4m7!3m6!1s0x2e22eb2b0a47de21:0xbf9235a23fca198f!8m2!3d-2.0193529!4d106.1552899!16s%2Fg%2F11bxdwycxp!19sChIJId5HCivrIi4RjxnKP6I1kr8?authuser=0&hl=en&rclk=1,-2.0193529,106.1552899
Pantai Sinar Laut,Bangka Belitung,4.2,sangat bagus,https://www.google.com/maps/place/Pantai+Sinar+Laut/data=!4m7!3m6!1s0x2e3d50e402900433:0x643672887efa6d8c!8m2!3d-2.4795428!4d106.4110949!16s%2Fg%2F11cn65gxrb!19sChIJMwSQAuRQPS4RjG36fohyNmQ?authuser=0&hl=en&rclk=1,-2.4795428,106.4110949
Pantai Tuing,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Tuing/data=!4m7!3m6!1s0x2e225bad89cc4a19:0x94e6730ff8f506cd!8m2!3d-1.6576924!4d106.0208707!16s%2Fg%2F11gdpx7k_d!19sChIJGUrMia1bIi4RzQb1-A9z5pQ?authuser=0&hl=en&rclk=1,-1.6576924,106.0208707
Tanjung Kelayang Beach,Bangka Belitung,4.7,sangat bagus,https://www.google.com/maps/place/Tanjung+Kelayang+Beach/data=!4m7!3m6!1s0x2e22f4fcc2606cb5:0x2a8bc48c7d43b294!8m2!3d-2.5594181!4d107.6703692!16s%2Fg%2F11c0rrwhhq!19sChIJtWxgwvz0Ii4RlLJDfYzEiyo?authuser=0&hl=en&rclk=1,-2.5594181,107.6703692
Pantai Siangau Pala Teluk Limau,Bangka Belitung,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Siangau+Pala+Teluk+Limau/data=!4m7!3m6!1s0x2e23b98dbdb4fc9f:0x15e7720c04dcee52!8m2!3d-1.5317541!4d105.5669604!16s%2Fg%2F11c44f4nvs!19sChIJn_y0vY25Iy4RUu7cBAxy5xU?authuser=0&hl=en&rclk=1,-1.5317541,105.5669604
Pantai Penganak,Bangka Belitung,4.2,sangat bagus,https://www.google.com/maps/place/Pantai+Penganak/data=!4m7!3m6!1s0x2e23bd160a9fdd69:0xafe5eaac1a149f03!8m2!3d-1.5958183!4d105.4360988!16s%2Fg%2F11b6rwmpgs!19sChIJad2fCha9Iy4RA58UGqzq5a8?authuser=0&hl=en&rclk=1,-1.5958183,105.4360988
Pan Semujur Beach,Bangka Belitung,4.2,sangat bagus,https://www.google.com/maps/place/Pan+Semujur+Beach/data=!4m7!3m6!1s0x2e22b84954c5dbf7:0x44f6856cf2ec02c5!8m2!3d-2.1875126!4d106.1990149!16s%2Fg%2F11f0krdgr2!19sChIJ99vFVEm4Ii4RxQLs8myF9kQ?authuser=0&hl=en&rclk=1,-2.1875126,106.1990149
