Nama Pantai,Provinsi,Rating Angka,Predikat,Link Google Maps,Latitude,Longitude
pantai cemara,Kalimantan Timur,4.5,sangat bagus,https://www.google.com/maps/place/pantai+cemara/data=!4m7!3m6!1s0x2df145539c8403b1:0x94933bb63db7217e!8m2!3d-1.2251018!4d116.9704639!16s%2Fg%2F11rtw7brvy!19sChIJsQOEnFNF8S0RfiG3PbY7k5Q?authuser=0&hl=en&rclk=1,-1.2251018,116.9704639
Pantai Corong,Kalimantan Timur,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+Corong/data=!4m7!3m6!1s0x2df1171d3e2e73dd:0xacfb9ca648821e51!8m2!3d-1.4036667!4d116.6536521!16s%2Fg%2F11c3183nr8!19sChIJ3XMuPh0X8S0RUR6CSKac-6w?authuser=0&hl=en&rclk=1,-1.4036667,116.6536521
Pantai Jingga,Kalimantan Timur,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Jingga/data=!4m7!3m6!1s0x2df5e910da2dfe03:0xb74ff9d0c52ed256!8m2!3d-0.2206993!4d117.4229227!16s%2Fg%2F11d_8809xy!19sChIJA_4t2hDp9S0RVtIuxdD5T7c?authuser=0&hl=en&rclk=1,-0.2206993,117.4229227
"Pantai Semangkok ""Tanjung Batu""",Kalimantan Timur,4.7,sangat bagus,https://www.google.com/maps/place/Pantai+Semangkok+%22Tanjung+Batu%22/data=!4m7!3m6!1s0x2df5f3cec54d041f:0xa72ce55ab77b408f!8m2!3d-0.0937344!4d117.4724675!16s%2Fg%2F11c2pmbb35!19sChIJHwRNxc7z9S0Rj0B7t1rlLKc?authuser=0&hl=en&rclk=1,-0.0937344,117.4724675
BSB Beach,Kalimantan Timur,4.6,sangat bagus,https://www.google.com/maps/place/BSB+Beach/data=!4m7!3m6!1s0x2df1471eb91079ff:0x83cc1a39d1ea0aa7!8m2!3d-1.2750459!4d116.8564008!16s%2Fg%2F11q2w08g7m!19sChIJ_3kQuR5H8S0Rpwrq0TkazIM?authuser=0&hl=en&rclk=1,-1.2750459,116.8564008
Pantai Wisata Lamaru Balikpapan,Kalimantan Timur,4.6,sangat bagus,https://www.google.com/maps/place/Pantai+Wisata+Lamaru+Balikpapan/data=!4m7!3m6!1s0x2df15185acd7b115:0xd04750a15317e029!8m2!3d-1.1929375!4d117.0046875!16s%2Fg%2F11sfxnxb_1!19sChIJFbHXrIVR8S0RKeAXU6FQR9A?authuser=0&hl=en&rclk=1,-1.1929375,117.0046875
Pantai Pasir Putih Teluk Singkama,Kalimantan Timur,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Pasir+Putih+Teluk+Singkama/data=!4m7!3m6!1s0x320a3fd6a3cab0fb:0x1aeddbbcf03bef31!8m2!3d0.322256!4d117.545676!16s%2Fg%2F11gyy9l82w!19sChIJ-7DKo9Y_CjIRMe878Lzb7Ro?authuser=0&hl=en&rclk=1,0.322256,117.545676
Watu Beach Lamaru,Kalimantan Timur,4.6,sangat bagus,https://www.google.com/maps/place/Watu+Beach+Lamaru/data=!4m7!3m6!1s0x2df151c21d57605f:0xefb9a2ef46088298!8m2!3d-1.1970576!4d117.0022787!16s%2Fg%2F11k583jctc!19sChIJX2BXHcJR8S0RmIIIRu-iue8?authuser=0&hl=en&rclk=1,-1.1970576,117.0022787
Pantai Indah Kurma,Kalimantan Timur,4.2,sangat bagus,https://www.google.com/maps/place/Pantai+Indah+Kurma/data=!4m7!3m6!1s0x2df5e94da1aa5863:0xdd1e1cf21e71416c!8m2!3d-0.2014281!4d117.4422484!16s%2Fg%2F11c30x8dsf!19sChIJY1iqoU3p9S0RbEFxHvIcHt0?authuser=0&hl=en&rclk=1,-0.2014281,117.4422484
Manggar Beach,Kalimantan Timur,4.4,sangat bagus,https://www.google.com/maps/place/Manggar+Beach/data=!4m7!3m6!1s0x2df14f816ad571b5:0xacb7c2e8d6cfbd97!8m2!3d-1.21281!4d116.9813748!16s%2Fg%2F11ny4gtqx1!19sChIJtXHVaoFP8S0Rl73P1ujCt6w?authuser=0&hl=en&rclk=1,-1.21281,116.9813748
Pantai Serumpun,Kalimantan Timur,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Serumpun/data=!4m7!3m6!1s0x2df151b4dc6d7c2d:0x7471685c6a332724!8m2!3d-1.1820139!4d117.0122004!16s%2Fg%2F11c7s6_x5x!19sChIJLXxt3LRR8S0RJCczalxocXQ?authuser=0&hl=en&rclk=1,-1.1820139,117.0122004
Pantai Mutiara Indah Pangempang Muara Badak,Kalimantan Timur,4.2,sangat bagus,https://www.google.com/maps/place/Pantai+Mutiara+Indah+Pangempang+Muara+Badak/data=!4m7!3m6!1s0x2df5e9411e87f34f:0x63fa854a08a9b3b7!8m2!3d-0.2129837!4d117.4352673!16s%2Fg%2F11d_bg3wtp!19sChIJT_OHHkHp9S0Rt7OpCEqF-mM?authuser=0&hl=en&rclk=1,-0.2129837,117.4352673
Pantai Coconut Beach,Kalimantan Timur,4.6,sangat bagus,https://www.google.com/maps/place/Pantai+Coconut+Beach/data=!4m7!3m6!1s0x2df6a9c3c27e41b7:0x1d610affbcc76b6d!8m2!3d-1.0047203!4d117.1310949!16s%2Fg%2F11jdxjf6rq!19sChIJt0F-wsOp9i0RbWvHvP8KYR0?authuser=0&hl=en&rclk=1,-1.0047203,117.1310949
Tanjung Bayur Beach,Kalimantan Timur,4.5,sangat bagus,https://www.google.com/maps/place/Tanjung+Bayur+Beach/data=!4m7!3m6!1s0x2df151f5b24e94bf:0x2059bf0bb1285276!8m2!3d-1.178379!4d117.0128742!16s%2Fg%2F11nh0gj_6h!19sChIJv5ROsvVR8S0RdlIosQu_WSA?authuser=0&hl=en&rclk=1,-1.178379,117.0128742
Pantai Senipah,Kalimantan Timur,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Senipah/data=!4m7!3m6!1s0x2df4031e3f9df223:0x6713824592df17d8!8m2!3d-0.9483037!4d117.1737824!16s%2Fg%2F11sqt306bt!19sChIJI_KdPx4D9C0R2BffkkWCE2c?authuser=0&hl=en&rclk=1,-0.9483037,117.1737824
Pantai Long Beach,Kalimantan Timur,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Long+Beach/data=!4m7!3m6!1s0x2df5c3571b2863c3:0x5a8699275f84a6b0!8m2!3d-0.3016482!4d117.4462764!16s%2Fg%2F11nfq9llmg!19sChIJw2MoG1fD9S0RsKaEXyeZhlo?authuser=0&hl=en&rclk=1,-0.3016482,117.4462764
Wisata pantai teluk lingga sangatta,Kalimantan Timur,4.2,sangat bagus,https://www.google.com/maps/place/Wisata+pantai+teluk+lingga+sangatta/data=!4m7!3m6!1s0x320a4b4ca078fd61:0x50b4cd3d943bf60e!8m2!3d0.5047591!4d117.6205399!16s%2Fg%2F11ty7ckbfc!19sChIJYf14oExLCjIRDvY7lD3NtFA?authuser=0&hl=en&rclk=1,0.5047591,117.6205399
PANTAI TANJUNG JUMLAI,Kalimantan Timur,4.5,sangat bagus,https://www.google.com/maps/place/PANTAI+TANJUNG+JUMLAI/data=!4m7!3m6!1s0x2df117e6d0eaba85:0xfcc63a1f07658fb5!8m2!3d-1.3844605!4d116.7018407!16s%2Fg%2F11rkyktcdj!19sChIJhbrq0OYX8S0RtY9lBx86xvw?authuser=0&hl=en&rclk=1,-1.3844605,116.7018407
Pantai Nelayan Balikpapan,Kalimantan Timur,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Nelayan+Balikpapan/data=!4m7!3m6!1s0x2df1453b7c097b6d:0x83b580f945128244!8m2!3d-1.2244626!4d116.9717883!16s%2Fg%2F11q9tdk9qp!19sChIJbXsJfDtF8S0RRIISRfmAtYM?authuser=0&hl=en&rclk=1,-1.2244626,116.9717883
Swadaya Beach,Kalimantan Timur,4.5,sangat bagus,https://www.google.com/maps/place/Swadaya+Beach/data=!4m7!3m6!1s0x2df151ca8cf52791:0x2f77fe046ee53867!8m2!3d-1.1821916!4d117.012121!16s%2Fg%2F11m_p3qntr!19sChIJkSf1jMpR8S0RZzjlbgT-dy8?authuser=0&hl=en&rclk=1,-1.1821916,117.012121
Pantai Lamin,Kalimantan Timur,4.7,sangat bagus,https://www.google.com/maps/place/Pantai+Lamin/data=!4m7!3m6!1s0x327357152cc13085:0x3ef312a6f95c687f!8m2!3d1.0833182!4d118.8297119!16s%2Fg%2F11s9d9fp0q!19sChIJhTDBLBVXczIRf2hc-aYS8z4?authuser=0&hl=en&rclk=1,1.0833182,118.8297119
Pantai Seraya Balikpapan,Kalimantan Timur,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Seraya+Balikpapan/data=!4m7!3m6!1s0x2df145baf2759bb1:0xa837195ef0d37480!8m2!3d-1.2627384!4d116.9134311!16s%2Fg%2F11j0w83093!19sChIJsZt18rpF8S0RgHTT8F4ZN6g?authuser=0&hl=en&rclk=1,-1.2627384,116.9134311
Marang Kaliorang Beach,Kalimantan Timur,4.3,sangat bagus,https://www.google.com/maps/place/Marang+Kaliorang+Beach/data=!4m7!3m6!1s0x320b9f5cc6e35731:0x9fc35f174a5fdd31!8m2!3d0.8310272!4d117.8963082!16s%2Fg%2F11qn4v4hg1!19sChIJMVfjxlyfCzIRMd1fShdfw58?authuser=0&hl=en&rclk=1,0.8310272,117.8963082
Pantai Auri Sepinggan,Kalimantan Timur,4.2,sangat bagus,https://www.google.com/maps/place/Pantai+Auri+Sepinggan/data=!4m7!3m6!1s0x2df144487d3742e7:0xaa8aad6c06762781!8m2!3d-1.2602188!4d116.9186581!16s%2Fg%2F11cm0qcts9!19sChIJ50I3fUhE8S0RgSd2Bmytiqo?authuser=0&hl=en&rclk=1,-1.2602188,116.9186581
JEMBATAN PANTAI ANGKASA,Kalimantan Timur,4.2,sangat bagus,https://www.google.com/maps/place/JEMBATAN+PANTAI+ANGKASA/data=!4m7!3m6!1s0x2df144387e47b673:0xb629ce629d2a4054!8m2!3d-1.2634032!4d116.9143539!16s%2Fg%2F11dxqk6fdk!19sChIJc7ZHfjhE8S0RVEAqnWLOKbY?authuser=0&hl=en&rclk=1,-1.2634032,116.9143539
Pantai Kelapa Mangkupadi,Kalimantan Utara,4.2,sangat bagus,https://www.google.com/maps/place/Pantai+Kelapa+Mangkupadi/data=!4m7!3m6!1s0x321259a0d442ac5d:0xf237b158ade7ed9a!8m2!3d2.5642416!4d117.8602174!16s%2Fg%2F11c5__26zn!19sChIJXaxC1KBZEjIRmu3nrVixN_I?authuser=0&hl=en&rclk=1,2.5642416,117.8602174
Pantai Encing,Kalimantan Utara,3.8,bagus,https://www.google.com/maps/place/Pantai+Encing/data=!4m7!3m6!1s0x3215bb3e256eb0a1:0x6d84853e3c908c33!8m2!3d4.0928584!4d117.7144943!16s%2Fg%2F11c4js5npd!19sChIJobBuJT67FTIRM4yQPD6FhG0?authuser=0&hl=en&rclk=1,4.0928584,117.7144943
Binalatung Beach,Kalimantan Utara,4.1,sangat bagus,https://www.google.com/maps/place/Binalatung+Beach/data=!4m7!3m6!1s0x32147702c02edf31:0x826d4f4ac96cb7ad!8m2!3d3.3205393!4d117.6580003!16s%2Fg%2F11ghzn48g4!19sChIJMd8uwAJ3FDIRrbdsyUpPbYI?authuser=0&hl=en&rclk=1,3.3205393,117.6580003
Pantai Kelaputan Kampung Baru,Kalimantan Utara,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Kelaputan+Kampung+Baru/data=!4m7!3m6!1s0x3212f54a9f934907:0x5afdb27670d03242!8m2!3d2.4786284!4d117.9328797!16s%2Fg%2F11sy5g3pg0!19sChIJB0mTn0r1EjIRQjLQcHay_Vo?authuser=0&hl=en&rclk=1,2.4786284,117.9328797
AmalTarakan Beach,Kalimantan Utara,4.2,sangat bagus,https://www.google.com/maps/place/AmalTarakan+Beach/data=!4m7!3m6!1s0x321389ede7361cf1:0xeecb56de94a7a6d9!8m2!3d3.3051171!4d117.6571055!16s%2Fg%2F1q62hkxm1!19sChIJ8Rw25-2JEzIR2aanlN5Wy-4?authuser=0&hl=en&rclk=1,3.3051171,117.6571055
Pantai Amal,Kalimantan Utara,4.0,bagus,https://www.google.com/maps/place/Pantai+Amal/data=!4m7!3m6!1s0x321389ee484363f7:0x3a47a664e41a34b3!8m2!3d3.3053784!4d117.6568228!16s%2Fg%2F11bzzxps9b!19sChIJ92NDSO6JEzIRszQa5GSmRzo?authuser=0&hl=en&rclk=1,3.3053784,117.6568228
Pantai Cemara Mangkupadi,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Cemara+Mangkupadi/data=!4m7!3m6!1s0x32125905c16c399f:0xb892fb41d1598bd!8m2!3d2.5567576!4d117.8680164!16s%2Fg%2F11g6916hmz!19sChIJnzlswQVZEjIRvZgVHbQviQs?authuser=0&hl=en&rclk=1,2.5567576,117.8680164
Pantai TPI Bunyu,Kalimantan Utara,4.6,sangat bagus,https://www.google.com/maps/place/Pantai+TPI+Bunyu/data=!4m7!3m6!1s0x32147cb4fccb3a8b:0x74c0e9e73a6f6e6e!8m2!3d3.4533078!4d117.8513916!16s%2Fg%2F11fyzbncz2!19sChIJizrL_LR8FDIRbm5vOufpwHQ?authuser=0&hl=en&rclk=1,3.4533078,117.8513916
PANTAI INDAH DESA TANJUNG ARU,Kalimantan Utara,4.6,sangat bagus,https://www.google.com/maps/place/PANTAI+INDAH+DESA+TANJUNG+ARU/data=!4m7!3m6!1s0x3215a1882a91cf1d:0x8209cff0276a355b!8m2!3d4.1099836!4d117.9222146!16s%2Fg%2F11tk2whj0z!19sChIJHc-RKoihFTIRWzVqJ_DPCYI?authuser=0&hl=en&rclk=1,4.1099836,117.9222146
Marina Beach Sebatik,Kalimantan Utara,4.1,sangat bagus,https://www.google.com/maps/place/Marina+Beach+Sebatik/data=!4m7!3m6!1s0x3215a0a771ff40bb:0x825bbd1b18cb7662!8m2!3d4.1146741!4d117.9223115!16s%2Fg%2F11f3r2dtbs!19sChIJu0D_caegFTIRYnbLGBu9W4I?authuser=0&hl=en&rclk=1,4.1146741,117.9223115
Pantai Binalatung,Kalimantan Utara,4.4,sangat bagus,https://www.google.com/maps/place/Pantai+Binalatung/data=!4m7!3m6!1s0x32147747882be6df:0xd02e4f3daaea189e!8m2!3d3.3209356!4d117.6580412!16s%2Fg%2F11pqy2sm76!19sChIJ3-YriEd3FDIRnhjqqj1PLtA?authuser=0&hl=en&rclk=1,3.3209356,117.6580412
Tanah Kuning 2 Beach,Kalimantan Utara,4.4,sangat bagus,https://www.google.com/maps/place/Tanah+Kuning+2+Beach/data=!4m7!3m6!1s0x32125b6232e8c3f5:0x51750e1639308794!8m2!3d2.5975664!4d117.8267766!16s%2Fg%2F11h313q5nr!19sChIJ9cPoMmJbEjIRlIcwORYOdVE?authuser=0&hl=en&rclk=1,2.5975664,117.8267766
Batu Merah Beach,Kalimantan Utara,4.9,sangat bagus,https://www.google.com/maps/place/Batu+Merah+Beach/data=!4m7!3m6!1s0x3213892a8d4c4429:0xc6c7a7aa17596742!8m2!3d3.2553371!4d117.6559906!16s%2Fg%2F11jkwll0m_!19sChIJKURMjSqJEzIRQmdZF6qnx8Y?authuser=0&hl=en&rclk=1,3.2553371,117.6559906
Toko INDO HAIKAL H2,Kalimantan Utara,4.4,sangat bagus,https://www.google.com/maps/place/Toko+INDO+HAIKAL+H2/data=!4m7!3m6!1s0x32138921e50d2385:0xab0beda2d9c533e5!8m2!3d3.2886158!4d117.6548391!16s%2Fg%2F11j9nmfmtk!19sChIJhSMN5SGJEzIR5TPF2aLtC6s?authuser=0&hl=en&rclk=1,3.2886158,117.6548391
Pantai Amal Tarakan,Kalimantan Utara,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+Amal+Tarakan/data=!4m7!3m6!1s0x3214778557ce0e2d:0x681821d4d0829cd9!8m2!3d3.3267924!4d117.6566455!16s%2Fg%2F11sx38dwv9!19sChIJLQ7OV4V3FDIR2ZyC0NQhGGg?authuser=0&hl=en&rclk=1,3.3267924,117.6566455
Pantai Bukit Aru Indah,Kalimantan Utara,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Bukit+Aru+Indah/data=!4m7!3m6!1s0x32150b2d7674b267:0x7a83687305e8589f!8m2!3d4.1270081!4d117.9299189!16s%2Fg%2F11f6xyg_99!19sChIJZ7J0di0LFTIRn1joBXNog3o?authuser=0&hl=en&rclk=1,4.1270081,117.9299189
Pantai Nibung Indah,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Nibung+Indah/data=!4m7!3m6!1s0x321463a35c62a515:0x89dfae3b2451c739!8m2!3d3.498896!4d117.8599002!16s%2Fg%2F11cp5hzd7b!19sChIJFaViXKNjFDIROcdRJDuu34k?authuser=0&hl=en&rclk=1,3.498896,117.8599002
Kawasan Wisata Ratu Intan Pantai Amal,Kalimantan Utara,4.8,sangat bagus,https://www.google.com/maps/place/Kawasan+Wisata+Ratu+Intan+Pantai+Amal/data=!4m7!3m6!1s0x321389b71019342b:0xc3b9771d4a152721!8m2!3d3.3040713!4d117.6570085!16s%2Fg%2F11vb73g643!19sChIJKzQZELeJEzIRIScVSh13ucM?authuser=0&hl=en&rclk=1,3.3040713,117.6570085
Pantai Sea biru,Kalimantan Utara,4.8,sangat bagus,https://www.google.com/maps/place/Pantai+Sea+biru/data=!4m7!3m6!1s0x32125111280de683:0xd2fc34de013d5680!8m2!3d2.603904!4d117.819814!16s%2Fg%2F11v167fhgd!19sChIJg-YNKBFREjIRgFY9Ad40_NI?authuser=0&hl=en&rclk=1,2.603904,117.819814
Objek Wisata Pantai Kayu Angin,Kalimantan Utara,4.1,sangat bagus,https://www.google.com/maps/place/Objek+Wisata+Pantai+Kayu+Angin/data=!4m7!3m6!1s0x3215a78cfd60ba05:0xe692b540c9224aca!8m2!3d4.0534429!4d117.9161324!16s%2Fg%2F11c4x5m461!19sChIJBbpg_YynFTIRykoiyUC1kuY?authuser=0&hl=en&rclk=1,4.0534429,117.9161324
Baloy Mayo Adat Tidung Kalimantan,Kalimantan Utara,4.4,sangat bagus,https://www.google.com/maps/place/Baloy+Mayo+Adat+Tidung+Kalimantan/data=!4m7!3m6!1s0x3214754c22cc4325:0x15c099196f1abbbe!8m2!3d3.3326137!4d117.5545709!16s%2Fg%2F11clz_1ygw!19sChIJJUPMIkx1FDIRvrsabxmZwBU?authuser=0&hl=en&rclk=1,3.3326137,117.5545709
Pantai Derawan,Kalimantan Utara,4.6,sangat bagus,https://www.google.com/maps/place/Pantai+Derawan/data=!4m7!3m6!1s0x320df5b16a1de4ff:0x50b6cb04756b9fb4!8m2!3d2.2841403!4d118.2470626!16s%2Fg%2F11f_0t9f1p!19sChIJ_-QdarH1DTIRtJ9rdQTLtlA?authuser=0&hl=en&rclk=1,2.2841403,118.2470626
Pantai Bagus Mangkupadi,Kalimantan Utara,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+Bagus+Mangkupadi/data=!4m7!3m6!1s0x321259867df9a1b5:0xd8940b20beaf0e4c!8m2!3d2.5825625!4d117.8429375!16s%2Fg%2F11k3hf4km_!19sChIJtaH5fYZZEjIRTA6vviALlNg?authuser=0&hl=en&rclk=1,2.5825625,117.8429375
Pantai Lima Putra,Kalimantan Utara,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+Lima+Putra/data=!4m7!3m6!1s0x32125109b27e79e5:0x7ff96354599058fc!8m2!3d2.6152919!4d117.8071938!16s%2Fg%2F11kztck22r!19sChIJ5Xl-sglREjIR_FiQWVRj-X8?authuser=0&hl=en&rclk=1,2.6152919,117.8071938
Kawasan Konservasi Mangrove Dan Bekantan,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Kawasan+Konservasi+Mangrove+Dan+Bekantan/data=!4m7!3m6!1s0x32138a9448a0a9ed:0xbaf2f265d3abbe0!8m2!3d3.305523!4d117.5771055!16s%2Fg%2F1pv0251wb!19sChIJ7amgSJSKEzIR4Ls6XSYvrws?authuser=0&hl=en&rclk=1,3.305523,117.5771055
Pantai family m.padi,Kalimantan Utara,4.0,bagus,https://www.google.com/maps/place/Pantai+family+m.padi/data=!4m7!3m6!1s0x3212598fc8137651:0x400859ff06bbb5b7!8m2!3d2.5865418!4d117.8399566!16s%2Fg%2F11p604jdkw!19sChIJUXYTyI9ZEjIRt7W7Bv9ZCEA?authuser=0&hl=en&rclk=1,2.5865418,117.8399566
Pantai Pohon Kenangan,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Pantai+Pohon+Kenangan/data=!4m7!3m6!1s0x321389d8aaaa245f:0x857ae2f76f855006!8m2!3d3.2620187!4d117.6533704!16s%2Fg%2F11nclxctm4!19sChIJXySqqtiJEzIRBlCFb_fieoU?authuser=0&hl=en&rclk=1,3.2620187,117.6533704
Juwata Airport,Kalimantan Utara,4.4,sangat bagus,https://www.google.com/maps/place/Juwata+Airport/data=!4m7!3m6!1s0x3214755b16b90273:0xdf222fd1284342d5!8m2!3d3.3241072!4d117.5681613!16s%2Fm%2F02pkf2d!19sChIJcwK5Flt1FDIR1UJDKNEvIt8?authuser=0&hl=en&rclk=1,3.3241072,117.5681613
White Mountain Tourism,Kalimantan Utara,3.9,bagus,https://www.google.com/maps/place/White+Mountain+Tourism/data=!4m7!3m6!1s0x3213d1f6b21db5f7:0x670056c0535066d9!8m2!3d2.8276566!4d117.3448168!16s%2Fg%2F11c7s294yg!19sChIJ97UdsvbREzIR2WZQU8BWAGc?authuser=0&hl=en&rclk=1,2.8276566,117.3448168
Pantai Sei Manurung,Kalimantan Utara,3.7,bagus,https://www.google.com/maps/place/Pantai+Sei+Manurung/data=!4m7!3m6!1s0x3215a7f1490fbe39:0x2c038a1012dc0b3f!8m2!3d4.0800005!4d117.92211!16s%2Fg%2F11hz8l459h!19sChIJOb4PSfGnFTIRPwvcEhCKAyw?authuser=0&hl=en&rclk=1,4.0800005,117.92211
Kalimantan Utara,Kalimantan Utara,5.0,sangat bagus,https://www.google.com/maps/place/Kalimantan+Utara/data=!4m7!3m6!1s0x321477002b9e5543:0x27af30f074687e60!8m2!3d3.3331968!4d117.655834!16s%2Fg%2F11x0px24_1!19sChIJQ1WeKwB3FDIRYH5odPAwryc?authuser=0&hl=en&rclk=1,3.3331968,117.655834
Obejek Batu Lamampu,Kalimantan Utara,4.2,sangat bagus,https://www.google.com/maps/place/Obejek+Batu+Lamampu/data=!4m7!3m6!1s0x3215a7e70471e6f5:0x6476a404bc6b2c2c!8m2!3d4.0403165!4d117.903985!16s%2Fg%2F11dyblx0wx!19sChIJ9eZxBOenFTIRLCxrvASkdmQ?authuser=0&hl=en&rclk=1,4.0403165,117.903985
Pantai Kelapa,Kalimantan Utara,3.8,bagus,https://www.google.com/maps/place/Pantai+Kelapa/data=!4m7!3m6!1s0x3212590e780f1e4d:0x247adf312c52c206!8m2!3d2.5644258!4d117.8598127!16s%2Fg%2F11bzs2mv1j!19sChIJTR4PeA5ZEjIRBsJSLDHfeiQ?authuser=0&hl=en&rclk=1,2.5644258,117.8598127
Muddani pantai,Kalimantan Utara,4.5,sangat bagus,https://www.google.com/maps/place/Muddani+pantai/data=!4m7!3m6!1s0x321251e83ec38c0b:0x7c96868625c1888a!8m2!3d2.6210203!4d117.8035047!16s%2Fg%2F11pzjp5glg!19sChIJC4zDPuhREjIRiojBJYaGlnw?authuser=0&hl=en&rclk=1,2.6210203,117.8035047
Taman Berlabuh,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Taman+Berlabuh/data=!4m7!3m6!1s0x32138afebf223fa9:0x87fb7f6f40e19413!8m2!3d3.2865175!4d117.592203!16s%2Fg%2F11c6sn069x!19sChIJqT8iv_6KEzIRE5ThQG9_-4c?authuser=0&hl=en&rclk=1,3.2865175,117.592203
Amal Beach Water Park,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Amal+Beach+Water+Park/data=!4m7!3m6!1s0x321389110aa5817f:0x5199cfc277540601!8m2!3d3.2949575!4d117.6511331!16s%2Fg%2F11s4swzlz8!19sChIJf4GlChGJEzIRAQZUd8LPmVE?authuser=0&hl=en&rclk=1,3.2949575,117.6511331
Pantai amal,Kalimantan Utara,4.7,sangat bagus,https://www.google.com/maps/place/Pantai+amal/data=!4m7!3m6!1s0x3214770446e92b61:0x31ebedd0683fb81!8m2!3d3.3318258!4d117.6574351!16s%2Fg%2F11s61q8sxl!19sChIJYSvpRgR3FDIRgfuDBt2-HgM?authuser=0&hl=en&rclk=1,3.3318258,117.6574351
Pantai Happy nunukan,Kalimantan Utara,4.1,sangat bagus,https://www.google.com/maps/place/Pantai+Happy+nunukan/data=!4m7!3m6!1s0x3215bc42352b9177:0x92d5eeb62b47f546!8m2!3d4.1362113!4d117.674121!16s%2Fg%2F11hbgjd8c1!19sChIJd5ErNUK8FTIRRvVHK7bu1ZI?authuser=0&hl=en&rclk=1,4.1362113,117.674121
Selumit pantai,Kalimantan Utara,4.3,sangat bagus,https://www.google.com/maps/place/Selumit+pantai/data=!4m7!3m6!1s0x32138b554ccf56b9:0x750039395d12db70!8m2!3d3.2992736!4d117.5804979!16s%2Fg%2F11pv33x6zm!19sChIJuVbPTFWLEzIRcNsSXTk5AHU?authuser=0&hl=en&rclk=1,3.2992736,117.5804979
Semolon Waterfall,Kalimantan Utara,4.5,sangat bagus,https://www.google.com/maps/place/Semolon+Waterfall/data=!4m7!3m6!1s0x321728528e75e7dd:0xe682e32f75850e34!8m2!3d3.3211436!4d116.2777073!16s%2Fg%2F11by_dqqx_!19sChIJ3ed1jlIoFzIRNA6FdS_jguY?authuser=0&hl=en&rclk=1,3.3211436,116.2777073
Pulau Gusung Sanggalau,Kalimantan Utara,4.7,sangat bagus,https://www.google.com/maps/place/Pulau+Gusung+Sanggalau/data=!4m7!3m6!1s0x3212994030b1c913:0x331a93944ebaaa09!8m2!3d2.2999486!4d118.2426658!16s%2Fg%2F11mvgyf0fz!19sChIJE8mxMECZEjIRCaq6TpSTGjM?authuser=0&hl=en&rclk=1,2.2999486,118.2426658
Pantai kelaputan,Kalimantan Utara,5.0,sangat bagus,https://www.google.com/maps/place/Pantai+kelaputan/data=!4m7!3m6!1s0x3212f5237aff52ad:0x8ccc3cff8d607329!8m2!3d2.4794071!4d117.9283062!16s%2Fg%2F11rvlyjkcn!19sChIJrVL_eiP1EjIRKXNgjf88zIw?authuser=0&hl=en&rclk=1,2.4794071,117.9283062
Paal Beach,Sulawesi Utara,4.7,sangat bagus,https://www.google.com/maps/place/Paal+Beach/data=!4m7!3m6!1s0x3287b1bfffffffff:0xc6fde198deb15181!8m2!3d1.6515069!4d125.1618811!16s%2Fg%2F11b7f14gp9!19sChIJ_____7-xhzIRgVGx3pjh_cY?authuser=0&hl=en&rclk=1,1.6515069,125.1618811
Pantai Pulisan/ Pulisan Beach,Sulawesi Utara,4.5,sangat bagus,https://www.google.com/maps/place/Pantai+Pulisan%2F+Pulisan+Beach/data=!4m7!3m6!1s0x3287b3904c1d74fd:0xc9cdc448950d7f7f!8m2!3d1.6823783!4d125.1469885!16s%2Fg%2F11c3n1q332!19sChIJ_XQdTJCzhzIRf38NlUjEzck?authuser=0&hl=en&rclk=1,1.6823783,125.1469885
Pantai Lakban Ratatotok,Sulawesi Utara,4.4,sangat bagus,https://www.google.com/maps/place/Pantai+Lakban+Ratatotok/data=!4m7!3m6!1s0x3280bae8313be087:0x1d362364493ea449!8m2!3d0.8492183!4d124.7086886!16s%2Fg%2F11bwcf4ndh!19sChIJh-A7Mei6gDIRSaQ-SWQjNh0?authuser=0&hl=en&rclk=1,0.8492183,124.7086886
